JSP_ID,skID1,skID2,skDesc1,skDesc2,skJCnt1,skJCnt2,UnionJcnt,TotJCnt,support1,support2,confidence,lift
514,87,4,scikit-learn,analytic,11,119,2,165,0.07,0.72,18,25
515,4,90,analytic,snowflake,119,18,4,165,0.72,0.11,3,31
516,90,4,snowflake,analytic,18,119,4,165,0.11,0.72,22,31
517,4,91,analytic,software engineering,119,11,1,165,0.72,0.07,1,13
518,91,4,software engineering,analytic,11,119,1,165,0.07,0.72,9,13
519,4,103,analytic,xgboost,119,4,2,165,0.72,0.02,2,69
520,103,4,xgboost,analytic,4,119,2,165,0.02,0.72,50,69
521,4,60,analytic,manufacturing,119,29,7,165,0.72,0.18,6,33
523,1,34,agile,data structure,22,18,2,165,0.13,0.11,9,83
524,34,1,data structure,agile,18,22,2,165,0.11,0.13,11,83
525,1,91,agile,software engineering,22,11,1,165,0.13,0.07,5,68
526,91,1,software engineering,agile,11,22,1,165,0.07,0.13,9,68
527,2,68,algorithms,nosql,43,12,2,165,0.26,0.07,5,64
528,68,2,nosql,algorithms,12,43,2,165,0.07,0.26,17,64
529,2,49,algorithms,image processing,43,5,4,165,0.26,0.03,9,307
530,49,2,image processing,algorithms,5,43,4,165,0.03,0.26,80,307
531,2,76,algorithms,probability,43,4,2,165,0.26,0.02,5,192
532,76,2,probability,algorithms,4,43,2,165,0.02,0.26,50,192
533,1,6,agile,apache,22,5,1,165,0.13,0.03,5,150
534,6,1,apache,agile,5,22,1,165,0.03,0.13,20,150
535,1,7,agile,apache airflo,22,2,1,165,0.13,0.01,5,375
536,7,1,apache airflo,agile,2,22,1,165,0.01,0.13,50,375
537,1,8,agile,apache beam,22,1,1,165,0.13,0.01,5,750
538,8,1,apache beam,agile,1,22,1,165,0.01,0.13,100,750
539,1,9,agile,apache spark,22,5,1,165,0.13,0.03,5,150
540,9,1,apache spark,agile,5,22,1,165,0.03,0.13,20,150
541,1,27,agile,data catalogs,22,1,1,165,0.13,0.01,5,750
542,27,1,data catalogs,agile,1,22,1,165,0.01,0.13,100,750
543,1,28,agile,data cleanliness,22,1,1,165,0.13,0.01,5,750
544,28,1,data cleanliness,agile,1,22,1,165,0.01,0.13,100,750
545,1,46,agile,google cloud,22,7,1,165,0.13,0.04,5,107
546,46,1,google cloud,agile,7,22,1,165,0.04,0.13,14,107
547,1,47,agile,graph-based,22,2,1,165,0.13,0.01,5,375
548,47,1,graph-based,agile,2,22,1,165,0.01,0.13,50,375
549,1,78,agile,pubsub,22,1,1,165,0.13,0.01,5,750
550,78,1,pubsub,agile,1,22,1,165,0.01,0.13,100,750
551,1,88,agile,scio,22,1,1,165,0.13,0.01,5,750
552,88,1,scio,agile,1,22,1,165,0.01,0.13,100,750
553,1,102,agile,video assets,22,1,1,165,0.13,0.01,5,750
554,102,1,video assets,agile,1,22,1,165,0.01,0.13,100,750
556,16,3,c++ ,analysis,4,104,2,165,0.02,0.63,50,79
558,103,3,xgboost,analysis,4,104,2,165,0.02,0.63,50,79
559,59,60,machine learning,manufacturing,81,29,1,165,0.49,0.18,1,7
561,59,91,machine learning,software engineering,81,11,1,165,0.49,0.07,1,19
562,91,59,software engineering,machine learning,11,81,1,165,0.07,0.49,9,19
564,29,24,data engineering,communication,33,89,1,165,0.2,0.54,3,6
566,36,24,data visualization,communication,32,89,1,165,0.19,0.54,3,6
568,90,24,snowflake,communication,18,89,1,165,0.11,0.54,6,10
569,4,33,analytic,data security,119,2,1,165,0.72,0.01,1,69
570,33,4,data security,analytic,2,119,1,165,0.01,0.72,50,69
571,4,34,analytic,data structure,119,18,1,165,0.72,0.11,1,8
572,34,4,data structure,analytic,18,119,1,165,0.11,0.72,6,8
573,4,35,analytic,data table design ,119,1,1,165,0.72,0.01,1,139
574,35,4,data table design ,analytic,1,119,1,165,0.01,0.72,100,139
575,4,37,analytic,data warehousing ,119,6,1,165,0.72,0.04,1,23
576,37,4,data warehousing ,analytic,6,119,1,165,0.04,0.72,17,23
577,4,64,analytic,ml,119,44,7,165,0.72,0.27,6,22
578,64,4,ml,analytic,44,119,7,165,0.27,0.72,16,22
579,4,68,analytic,nosql,119,12,2,165,0.72,0.07,2,23
580,68,4,nosql,analytic,12,119,2,165,0.07,0.72,17,23
581,4,72,analytic,pipeline ,119,11,1,165,0.72,0.07,1,13
582,72,4,pipeline ,analytic,11,119,1,165,0.07,0.72,9,13
583,4,86,analytic,rest api,119,2,1,165,0.72,0.01,1,69
584,86,4,rest api,analytic,2,119,1,165,0.01,0.72,50,69
585,4,95,analytic,sqs,119,2,1,165,0.72,0.01,1,69
586,95,4,sqs,analytic,2,119,1,165,0.01,0.72,50,69
587,4,101,analytic,version control,119,5,2,165,0.72,0.03,2,55
588,101,4,version control,analytic,5,119,2,165,0.03,0.72,40,55
589,4,26,analytic,curiosity,119,10,2,165,0.72,0.06,2,28
591,4,84,analytic,relational databases,119,10,3,165,0.72,0.06,3,42
592,84,4,relational databases,analytic,10,119,3,165,0.06,0.72,30,42
593,4,54,analytic,keras,119,13,2,165,0.72,0.08,2,21
594,54,4,keras,analytic,13,119,2,165,0.08,0.72,15,21
595,4,55,analytic,kubernetes,119,7,2,165,0.72,0.04,2,40
596,55,4,kubernetes,analytic,7,119,2,165,0.04,0.72,29,40
597,4,80,analytic,pytorch,119,12,1,165,0.72,0.07,1,12
598,80,4,pytorch,analytic,12,119,1,165,0.07,0.72,8,12
599,4,100,analytic,tensorflow,119,22,3,165,0.72,0.13,3,19
600,100,4,tensorflow,analytic,22,119,3,165,0.13,0.72,14,19
601,2,42,algorithms,flink,43,3,1,165,0.26,0.02,2,128
602,42,2,flink,algorithms,3,43,1,165,0.02,0.26,33,128
603,2,69,algorithms,numpy,43,6,1,165,0.26,0.04,2,64
604,69,2,numpy,algorithms,6,43,1,165,0.04,0.26,17,64
605,2,71,algorithms,pandas,43,11,4,165,0.26,0.07,9,140
606,71,2,pandas,algorithms,11,43,4,165,0.07,0.26,36,140
608,55,3,kubernetes,analysis,7,104,1,165,0.04,0.63,14,23
610,80,3,pytorch,analysis,12,104,1,165,0.07,0.63,8,13
611,2,39,algorithms,dax,43,7,2,165,0.26,0.04,5,110
612,39,2,dax,algorithms,7,43,2,165,0.04,0.26,29,110
613,2,90,algorithms,snowflake,43,18,2,165,0.26,0.11,5,43
614,90,2,snowflake,algorithms,18,43,2,165,0.11,0.26,11,43
615,4,16,analytic,c++ ,119,4,1,165,0.72,0.02,1,35
616,16,4,c++ ,analytic,4,119,1,165,0.02,0.72,25,35
617,4,17,analytic,caffe,119,2,1,165,0.72,0.01,1,69
618,17,4,caffe,analytic,2,119,1,165,0.01,0.72,50,69
619,4,25,analytic,cuda,119,1,1,165,0.72,0.01,1,139
620,25,4,cuda,analytic,1,119,1,165,0.01,0.72,100,139
621,4,70,analytic,nvidia gpus,119,1,1,165,0.72,0.01,1,139
622,70,4,nvidia gpus,analytic,1,119,1,165,0.01,0.72,100,139
623,4,74,analytic,powerbi,119,11,1,165,0.72,0.07,1,13
624,74,4,powerbi,analytic,11,119,1,165,0.07,0.72,9,13
625,11,32,aws,data science,47,76,3,165,0.28,0.46,6,14
626,32,11,data science,aws,76,47,3,165,0.46,0.28,4,14
627,11,50,aws,insights,47,70,2,165,0.28,0.42,4,10
629,11,59,aws,machine learning,47,81,4,165,0.28,0.49,9,17
630,59,11,machine learning,aws,81,47,4,165,0.49,0.28,5,17
631,11,60,aws,manufacturing,47,29,1,165,0.28,0.18,2,12
633,11,92,aws,spark,47,40,2,165,0.28,0.24,4,18
634,92,11,spark,aws,40,47,2,165,0.24,0.28,5,18
635,2,37,algorithms,data warehousing ,43,6,1,165,0.26,0.04,2,64
636,37,2,data warehousing ,algorithms,6,43,1,165,0.04,0.26,17,64
637,1,87,agile,scikit-learn,22,11,2,165,0.13,0.07,9,136
638,87,1,scikit-learn,agile,11,22,2,165,0.07,0.13,18,136
639,11,14,aws,business intelligence,47,24,1,165,0.28,0.15,2,15
640,14,11,business intelligence,aws,24,47,1,165,0.15,0.28,4,15
641,11,21,aws,cloud,47,57,2,165,0.28,0.35,4,12
642,21,11,cloud,aws,57,47,2,165,0.35,0.28,4,12
643,11,24,aws,communication,47,89,1,165,0.28,0.54,2,4
645,11,36,aws,data visualization,47,32,1,165,0.28,0.19,2,11
646,36,11,data visualization,aws,32,47,1,165,0.19,0.28,3,11
647,11,41,aws,excel,47,75,2,165,0.28,0.45,4,9
649,11,44,aws,git,47,46,3,165,0.28,0.28,6,23
650,44,11,git,aws,46,47,3,165,0.28,0.28,7,23
651,11,62,aws,math,47,56,1,165,0.28,0.34,2,6
652,62,11,math,aws,56,47,1,165,0.34,0.28,2,6
653,11,90,aws,snowflake,47,18,2,165,0.28,0.11,4,39
654,90,11,snowflake,aws,18,47,2,165,0.11,0.28,11,39
655,11,96,aws,statistics,47,67,3,165,0.28,0.41,6,16
656,96,11,statistics,aws,67,47,3,165,0.41,0.28,4,16
657,32,50,data science,insights,76,70,1,165,0.46,0.42,1,3
659,32,59,data science,machine learning,76,81,1,165,0.46,0.49,1,3
660,59,32,machine learning,data science,81,76,1,165,0.49,0.46,1,3
661,32,64,data science,ml,76,44,1,165,0.46,0.27,1,5
662,64,32,ml,data science,44,76,1,165,0.27,0.46,2,5
663,32,65,data science,modeling,76,64,1,165,0.46,0.39,1,3
664,65,32,modeling,data science,64,76,1,165,0.39,0.46,2,3
665,32,71,data science,pandas,76,11,1,165,0.46,0.07,1,20
666,71,32,pandas,data science,11,76,1,165,0.07,0.46,9,20
667,32,79,data science,python,76,118,1,165,0.46,0.72,1,2
668,79,32,python,data science,118,76,1,165,0.72,0.46,1,2
669,32,80,data science,pytorch,76,12,1,165,0.46,0.07,1,18
670,80,32,pytorch,data science,12,76,1,165,0.07,0.46,8,18
671,32,97,data science,structured and unstructured data,76,5,1,165,0.46,0.03,1,43
672,97,32,structured and unstructured data,data science,5,76,1,165,0.03,0.46,20,43
673,32,100,data science,tensorflow,76,22,1,165,0.46,0.13,1,10
674,100,32,tensorflow,data science,22,76,1,165,0.13,0.46,5,10
675,6,7,apache,apache airflo,5,2,1,165,0.03,0.01,20,1650
676,7,6,apache airflo,apache,2,5,1,165,0.01,0.03,50,1650
677,6,23,apache,collaboration,5,39,1,165,0.03,0.24,20,85
679,6,31,apache,data pipeline,5,28,1,165,0.03,0.17,20,118
680,31,6,data pipeline,apache,28,5,1,165,0.17,0.03,4,118
681,6,43,apache,gcp,5,7,1,165,0.03,0.04,20,471
682,43,6,gcp,apache,7,5,1,165,0.04,0.03,14,471
683,6,44,apache,git,5,46,1,165,0.03,0.28,20,72
684,44,6,git,apache,46,5,1,165,0.28,0.03,2,72
685,6,68,apache,nosql,5,12,1,165,0.03,0.07,20,275
686,68,6,nosql,apache,12,5,1,165,0.07,0.03,8,275
687,6,91,apache,software engineering,5,11,1,165,0.03,0.07,20,300
688,91,6,software engineering,apache,11,5,1,165,0.07,0.03,9,300
690,53,3,kafka,analysis,6,104,2,165,0.04,0.63,33,53
693,31,60,data pipeline,manufacturing,28,29,1,165,0.17,0.18,4,20
695,31,64,data pipeline,ml,28,44,1,165,0.17,0.27,4,13
696,64,31,ml,data pipeline,44,28,1,165,0.27,0.17,2,13
697,4,12,analytic,azure,119,24,1,165,0.72,0.15,1,6
698,12,4,azure,analytic,24,119,1,165,0.15,0.72,4,6
700,33,3,data security,analysis,2,104,1,165,0.01,0.63,50,79
702,91,3,software engineering,analysis,11,104,1,165,0.07,0.63,9,14
703,4,48,analytic,hadoop,119,21,1,165,0.72,0.13,1,7
704,48,4,hadoop,analytic,21,119,1,165,0.13,0.72,5,7
705,4,92,analytic,spark,119,40,2,165,0.72,0.24,2,7
706,92,4,spark,analytic,40,119,2,165,0.24,0.72,5,7
707,4,97,analytic,structured and unstructured data,119,5,1,165,0.72,0.03,1,28
708,97,4,structured and unstructured data,analytic,5,119,1,165,0.03,0.72,20,28
709,2,87,algorithms,scikit-learn,43,11,1,165,0.26,0.07,2,35
710,87,2,scikit-learn,algorithms,11,43,1,165,0.07,0.26,9,35
711,2,73,algorithms,power apps,43,2,1,165,0.26,0.01,2,192
712,73,2,power apps,algorithms,2,43,1,165,0.01,0.26,50,192
713,2,86,algorithms,rest api,43,2,1,165,0.26,0.01,2,192
714,86,2,rest api,algorithms,2,43,1,165,0.01,0.26,50,192
715,2,10,algorithms,artifical intelligence,43,2,2,165,0.26,0.01,5,384
716,10,2,artifical intelligence,algorithms,2,43,2,165,0.01,0.26,100,384
717,4,22,analytic,clustering,119,11,1,165,0.72,0.07,1,13
718,22,4,clustering,analytic,11,119,1,165,0.07,0.72,9,13
719,1,30,agile,data mining,22,24,2,165,0.13,0.15,9,63
720,30,1,data mining,agile,24,22,2,165,0.15,0.13,8,63
721,1,45,agile,github,22,5,1,165,0.13,0.03,5,150
722,45,1,github,agile,5,22,1,165,0.03,0.13,20,150
723,1,54,agile,keras,22,13,2,165,0.13,0.08,9,115
724,54,1,keras,agile,13,22,2,165,0.08,0.13,15,115
725,1,67,agile,natural language processing,22,9,1,165,0.13,0.05,5,83
726,67,1,natural language processing,agile,9,22,1,165,0.05,0.13,11,83
727,11,69,aws,numpy,47,6,1,165,0.28,0.04,2,59
728,69,11,numpy,aws,6,47,1,165,0.04,0.28,17,59
729,11,71,aws,pandas,47,11,1,165,0.28,0.07,2,32
730,71,11,pandas,aws,11,47,1,165,0.07,0.28,9,32
731,11,84,aws,relational databases,47,10,1,165,0.28,0.06,2,35
732,84,11,relational databases,aws,10,47,1,165,0.06,0.28,10,35
733,11,87,aws,scikit-learn,47,11,1,165,0.28,0.07,2,32
734,87,11,scikit-learn,aws,11,47,1,165,0.07,0.28,9,32
735,11,101,aws,version control,47,5,2,165,0.28,0.03,4,140
736,101,11,version control,aws,5,47,2,165,0.03,0.28,40,140
738,43,3,gcp,analysis,7,104,3,165,0.04,0.63,43,68
740,46,3,google cloud,analysis,7,104,3,165,0.04,0.63,43,68
741,29,32,data engineering,data science,33,76,1,165,0.2,0.46,3,7
742,32,29,data science,data engineering,76,33,1,165,0.46,0.2,1,7
743,29,59,data engineering,machine learning,33,81,1,165,0.2,0.49,3,6
744,59,29,machine learning,data engineering,81,33,1,165,0.49,0.2,1,6
745,29,62,data engineering,math,33,56,1,165,0.2,0.34,3,9
746,62,29,math,data engineering,56,33,1,165,0.34,0.2,2,9
747,29,79,data engineering,python,33,118,1,165,0.2,0.72,3,4
748,79,29,python,data engineering,118,33,1,165,0.72,0.2,1,4
749,29,92,data engineering,spark,33,40,1,165,0.2,0.24,3,12
750,92,29,spark,data engineering,40,33,1,165,0.24,0.2,2,12
751,29,96,data engineering,statistics,33,67,1,165,0.2,0.41,3,7
752,96,29,statistics,data engineering,67,33,1,165,0.41,0.2,1,7
754,49,3,image processing,analysis,5,104,1,165,0.03,0.63,20,32
755,11,12,aws,azure,47,24,1,165,0.28,0.15,2,15
756,12,11,azure,aws,24,47,1,165,0.15,0.28,4,15
757,11,45,aws,github,47,5,1,165,0.28,0.03,2,70
758,45,11,github,aws,5,47,1,165,0.03,0.28,20,70
759,11,48,aws,hadoop,47,21,1,165,0.28,0.13,2,17
760,48,11,hadoop,aws,21,47,1,165,0.13,0.28,5,17
761,11,54,aws,keras,47,13,1,165,0.28,0.08,2,27
762,54,11,keras,aws,13,47,1,165,0.08,0.28,8,27
763,11,64,aws,ml,47,44,1,165,0.28,0.27,2,8
764,64,11,ml,aws,44,47,1,165,0.27,0.28,2,8
765,11,75,aws,predictive,47,43,1,165,0.28,0.26,2,8
766,75,11,predictive,aws,43,47,1,165,0.26,0.28,2,8
767,11,80,aws,pytorch,47,12,1,165,0.28,0.07,2,29
768,80,11,pytorch,aws,12,47,1,165,0.07,0.28,8,29
769,11,100,aws,tensorflow,47,22,1,165,0.28,0.13,2,16
770,100,11,tensorflow,aws,22,47,1,165,0.13,0.28,5,16
772,20,3,classification,analysis,12,104,2,165,0.07,0.63,17,26
773,11,30,aws,data mining,47,24,1,165,0.28,0.15,2,15
774,30,11,data mining,aws,24,47,1,165,0.15,0.28,4,15
775,11,67,aws,natural language processing,47,9,1,165,0.28,0.05,2,39
776,67,11,natural language processing,aws,9,47,1,165,0.05,0.28,11,39
777,11,72,aws,pipeline ,47,11,1,165,0.28,0.07,2,32
778,72,11,pipeline ,aws,11,47,1,165,0.07,0.28,9,32
779,16,32,c++ ,data science,4,76,1,165,0.02,0.46,25,54
780,32,16,data science,c++ ,76,4,1,165,0.46,0.02,1,54
781,16,48,c++ ,hadoop,4,21,1,165,0.02,0.13,25,196
782,48,16,hadoop,c++ ,21,4,1,165,0.13,0.02,5,196
783,16,51,c++ ,java,4,22,1,165,0.02,0.13,25,188
784,51,16,java,c++ ,22,4,1,165,0.13,0.02,5,188
785,16,61,c++ ,mapreduce,4,3,1,165,0.02,0.02,25,1375
786,61,16,mapreduce,c++ ,3,4,1,165,0.02,0.02,33,1375
787,16,63,c++ ,matlab,4,9,1,165,0.02,0.05,25,458
788,63,16,matlab,c++ ,9,4,1,165,0.05,0.02,11,458
789,16,64,c++ ,ml,4,44,1,165,0.02,0.27,25,94
790,64,16,ml,c++ ,44,4,1,165,0.27,0.02,2,94
791,16,79,c++ ,python,4,118,1,165,0.02,0.72,25,35
792,79,16,python,c++ ,118,4,1,165,0.72,0.02,1,35
793,16,81,c++ ,r,4,27,1,165,0.02,0.16,25,153
794,81,16,r,c++ ,27,4,1,165,0.16,0.02,4,153
795,16,94,c++ ,sql,4,112,1,165,0.02,0.68,25,37
796,94,16,sql,c++ ,112,4,1,165,0.68,0.02,1,37
797,1,69,agile,numpy,22,6,1,165,0.13,0.04,5,125
798,69,1,numpy,agile,6,22,1,165,0.04,0.13,17,125
799,2,17,algorithms,caffe,43,2,1,165,0.26,0.01,2,192
800,17,2,caffe,algorithms,2,43,1,165,0.01,0.26,50,192
802,6,3,apache,analysis,5,104,1,165,0.03,0.63,20,32
804,9,3,apache spark,analysis,5,104,1,165,0.03,0.63,20,32
806,95,3,sqs,analysis,2,104,1,165,0.01,0.63,50,79
